/*****************************************************
*Dictionary*

round           repetition number. 10 rounds per session repeating the game
period          2 periods per game. 
group           group to which the subject belongs
subject         number, constant for a subject in the same session
subjectid       identity of the subject in the group: 1, 2 or 3
stage           proposal stage. if it passes first time only one stage is needed, potentially very large
x0              size of project at the beginning of a period
b1              provisional proposal to member with id1 
b2              idem id2
b3              idem id3
x               provisional allocation to investment
p1              selected proposal, allocation to member with id1
p2              idem id2
p3              idem id3
xp              selected allocation to investment
proposerid      id of the proposer
proposer        whether subject is the proposer
vote1           how the subject with id 1 voted: 1, voted in favor, 0 against
vote2           idem id2
vote3           idem id3
treatment       3: dynamic bargaining 80, 2: dynamic bargaining 20, 1: static bargaining
session         consecutive numbering for sessions
id              consecutive numbering for subjects
location        UCLA or NYU
my_priv         private allocation
prop_priv_floor proposer private allocation in the floor
high_priv       highest private allocation in provisional proposal
low_priv        lowest private allocation in provisional proposal
mwc             minimum winning coalition=1.
a10_mwc         aX_ stands for Almost with X units of slack on the lowest share
a20_mwc         idem X=20
a30_mwc         idem X=30

*****************************************************************************************************/
treatment	session	round	group	period	stage	id	subject	inv0	b1	b2	b3	inv	proposer	p1	p2	p3	subjectid	invp	proposerid	vote1	vote2	vote3	location	my_priv	prop_priv_floor	high_priv	low_priv	mwc	a10_mwc	a20_mwc	a30_mwc
"DB20"	"UCLA DB20 S3"	2	2	2	1	176	13	0	97	103	0	0	0	102	0	98	2	0	1	1	0	1	"UCLA"	103	102	97	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	2	2	1	186	14	0	102	0	98	0	1	102	0	98	1	0	1	1	0	1	"UCLA"	102	102	98	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	3	1	1	117	8	0	40	40	40	80	0	75	75	45	3	5	2	1	1	0	"UCLA"	40	75	40	40	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	3	1	1	156	11	0	75	75	45	5	1	75	75	45	2	5	2	1	1	0	"UCLA"	75	75	75	45	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	3	1	1	166	12	0	100	100	0	0	0	75	75	45	1	5	2	1	1	0	"UCLA"	100	75	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	3	2	1	117	8	1	50	50	50	50	1	50	50	50	3	50	3	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	3	2	1	156	11	1	50	50	50	50	0	50	50	50	2	50	3	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	3	2	1	166	12	1	100	100	0	0	0	50	50	50	1	50	3	0	1	1	"UCLA"	100	50	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	4	1	1	52	3	0	0	20	20	160	0	0	100	100	3	0	2	0	1	1	"UCLA"	20	100	20	0	1	1	0	0
"DB20"	"UCLA DB20 S3"	2	4	1	1	104	7	0	0	0	0	200	0	0	100	100	1	0	2	0	1	1	"UCLA"	0	100	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	2	4	1	1	130	9	0	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	4	2	1	52	3	0	0	50	50	100	1	0	50	50	3	100	3	0	1	1	"UCLA"	50	50	50	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	4	2	1	104	7	0	100	0	100	0	0	0	50	50	1	100	3	0	1	1	"UCLA"	100	50	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	2	4	2	1	130	9	0	100	100	0	0	0	0	50	50	2	100	3	0	1	1	"UCLA"	100	50	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	0	1	1	39	2	0	0	95	95	10	0	60	60	60	3	20	1	1	1	0	"UCLA"	95	60	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	0	1	1	91	6	0	60	60	60	20	1	60	60	60	1	20	1	1	1	0	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	0	1	1	156	11	0	65	65	65	5	0	60	60	60	2	20	1	1	1	0	"UCLA"	65	60	65	65	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	0	2	1	39	2	4	0	95	95	10	0	60	60	60	3	20	1	1	1	0	"UCLA"	95	60	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	0	2	1	91	6	4	60	60	60	20	1	60	60	60	1	20	1	1	1	0	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	0	2	1	156	11	4	60	60	60	20	0	60	60	60	2	20	1	1	1	0	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	1	1	1	117	8	0	40	40	40	80	1	40	40	40	1	80	1	1	1	0	"UCLA"	40	40	40	40	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	1	1	1	143	10	0	100	0	100	0	0	40	40	40	3	80	1	1	1	0	"UCLA"	100	40	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	1	1	1	166	12	0	90	90	10	10	0	40	40	40	2	80	1	1	1	0	"UCLA"	90	40	90	10	0	1	1	1
"DB20"	"UCLA DB20 S3"	3	1	2	1	117	8	16	34	33	33	100	0	0	100	100	1	0	2	0	1	1	"UCLA"	34	100	33	33	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	1	2	1	143	10	16	40	40	40	80	0	0	100	100	3	0	2	0	1	1	"UCLA"	40	100	40	40	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	1	2	1	166	12	16	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	1	1	52	3	0	0	25	25	150	1	0	25	25	2	150	2	0	1	0	"UCLA"	25	25	25	0	1	1	1	0
"DB20"	"UCLA DB20 S3"	3	2	1	1	104	7	0	0	0	0	200	0	0	25	25	3	150	2	0	1	0	"UCLA"	0	25	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	2	1	1	176	13	0	103	97	0	0	0	0	25	25	1	150	2	0	1	0	"UCLA"	103	25	97	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	1	2	52	3	0	25	25	0	150	0	103	97	0	2	0	1	1	1	0	"UCLA"	25	103	25	0	1	1	1	0
"DB20"	"UCLA DB20 S3"	3	2	1	2	104	7	0	0	0	0	200	0	103	97	0	3	0	1	1	1	0	"UCLA"	0	103	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	2	1	2	176	13	0	103	97	0	0	1	103	97	0	1	0	1	1	1	0	"UCLA"	103	103	97	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	1	52	3	0	75	75	0	50	0	104	96	0	2	0	1	1	0	0	"UCLA"	75	104	75	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	1	104	7	0	0	100	100	0	0	104	96	0	3	0	1	1	0	0	"UCLA"	100	104	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	1	176	13	0	104	96	0	0	1	104	96	0	1	0	1	1	0	0	"UCLA"	104	104	96	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	2	52	3	0	0	75	75	50	0	103	97	0	2	0	1	1	0	0	"UCLA"	75	103	75	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	2	104	7	0	0	100	100	0	0	103	97	0	3	0	1	1	0	0	"UCLA"	100	103	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	2	176	13	0	103	97	0	0	1	103	97	0	1	0	1	1	0	0	"UCLA"	103	103	97	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	3	52	3	0	0	75	75	50	0	0	100	100	2	0	3	0	1	1	"UCLA"	75	100	75	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	3	104	7	0	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	2	2	3	176	13	0	103	0	97	0	0	0	100	100	1	0	3	0	1	1	"UCLA"	103	100	97	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	3	1	1	65	4	0	198	2	0	0	0	50	50	50	1	50	3	1	0	1	"UCLA"	198	50	2	0	1	0	0	0
"DB20"	"UCLA DB20 S3"	3	3	1	1	78	5	0	50	50	50	50	1	50	50	50	3	50	3	1	0	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	3	1	1	130	9	0	0	100	100	0	0	50	50	50	2	50	3	1	0	1	"UCLA"	100	50	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	3	2	1	65	4	10	190	10	0	0	1	190	10	0	1	0	1	1	0	0	"UCLA"	190	190	10	0	1	0	0	0
"DB20"	"UCLA DB20 S3"	3	3	2	1	78	5	10	50	50	50	50	0	190	10	0	3	0	1	1	0	0	"UCLA"	50	190	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	3	2	1	130	9	10	100	100	0	0	0	190	10	0	2	0	1	1	0	0	"UCLA"	100	190	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	3	2	2	65	4	10	50	50	0	100	1	50	50	0	1	100	1	1	1	0	"UCLA"	50	50	50	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	3	2	2	78	5	10	50	50	50	50	0	50	50	0	3	100	1	1	1	0	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	3	2	2	130	9	10	0	100	100	0	0	50	50	0	2	100	1	1	1	0	"UCLA"	100	50	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	4	1	1	13	0	0	75	0	75	50	0	0	90	110	1	0	3	0	1	1	"UCLA"	75	110	75	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	4	1	1	26	1	0	20	20	20	140	0	0	90	110	2	0	3	0	1	1	"UCLA"	20	110	20	20	0	0	0	0
"DB20"	"UCLA DB20 S3"	3	4	1	1	186	14	0	0	90	110	0	1	0	90	110	3	0	3	0	1	1	"UCLA"	110	110	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	4	2	1	13	0	0	100	100	0	0	0	80	80	0	1	40	2	1	1	0	"UCLA"	100	80	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	4	2	1	26	1	0	80	80	0	40	1	80	80	0	2	40	2	1	1	0	"UCLA"	80	80	80	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	3	4	2	1	186	14	0	95	0	105	0	0	80	80	0	3	40	2	1	1	0	"UCLA"	105	80	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	0	1	1	26	1	0	20	20	20	140	0	60	60	60	1	20	2	1	1	1	"UCLA"	20	60	20	20	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	0	1	1	78	5	0	33	33	34	100	0	60	60	60	3	20	2	1	1	1	"UCLA"	34	60	33	33	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	0	1	1	91	6	0	60	60	60	20	1	60	60	60	2	20	2	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	0	2	1	26	1	4	100	100	0	0	0	60	60	60	1	20	2	0	1	1	"UCLA"	100	60	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	0	2	1	78	5	4	33	33	34	100	0	60	60	60	3	20	2	0	1	1	"UCLA"	34	60	33	33	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	0	2	1	91	6	4	60	60	60	20	1	60	60	60	2	20	2	0	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	1	1	1	104	7	0	0	0	0	200	0	0	0	0	3	200	1	1	0	1	"UCLA"	0	0	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	1	1	1	143	10	0	0	100	100	0	0	0	0	0	2	200	1	1	0	1	"UCLA"	100	0	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	1	1	1	166	12	0	0	0	0	200	1	0	0	0	1	200	1	1	0	1	"UCLA"	0	0	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	1	2	1	104	7	40	0	100	100	0	0	0	100	100	3	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	1	2	1	143	10	40	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	1	2	1	166	12	40	100	100	0	0	0	0	100	100	1	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	2	1	1	52	3	0	20	20	0	160	0	0	100	100	1	0	2	0	1	1	"UCLA"	20	100	20	0	1	1	0	0
"DB20"	"UCLA DB20 S3"	4	2	1	1	130	9	0	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	2	1	1	156	11	0	50	50	50	50	0	0	100	100	3	0	2	0	1	1	"UCLA"	50	100	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	2	2	1	52	3	0	40	0	40	120	0	65	65	70	1	0	3	0	0	1	"UCLA"	40	70	40	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	2	2	1	130	9	0	100	100	0	0	0	65	65	70	2	0	3	0	0	1	"UCLA"	100	70	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	2	2	1	156	11	0	65	65	70	0	1	65	65	70	3	0	3	0	0	1	"UCLA"	70	70	65	65	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	2	2	2	52	3	0	40	0	40	120	0	100	100	0	1	0	2	0	1	0	"UCLA"	40	100	40	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	2	2	2	130	9	0	100	100	0	0	1	100	100	0	2	0	2	0	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	2	2	2	156	11	0	65	65	65	5	0	100	100	0	3	0	2	0	1	0	"UCLA"	65	100	65	65	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	2	2	3	52	3	0	90	0	90	20	1	90	0	90	1	20	1	1	0	1	"UCLA"	90	90	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	2	2	3	130	9	0	100	100	0	0	0	90	0	90	2	20	1	1	0	1	"UCLA"	100	90	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	2	2	3	156	11	0	50	50	50	50	0	90	0	90	3	20	1	1	0	1	"UCLA"	50	90	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	3	1	1	65	4	0	50	50	50	50	1	50	50	50	2	50	2	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	3	1	1	176	13	0	103	97	0	0	0	50	50	50	1	50	2	0	1	1	"UCLA"	103	50	97	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	3	1	1	186	14	0	0	80	80	40	0	50	50	50	3	50	2	0	1	1	"UCLA"	80	50	80	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	3	2	1	65	4	10	0	50	50	100	0	102	98	0	2	0	1	1	1	0	"UCLA"	50	102	50	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	3	2	1	176	13	10	102	98	0	0	1	102	98	0	1	0	1	1	1	0	"UCLA"	102	102	98	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	3	2	1	186	14	10	0	98	102	0	0	102	98	0	3	0	1	1	1	0	"UCLA"	102	102	98	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	4	1	1	13	0	0	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	4	1	1	39	2	0	95	95	0	10	0	0	100	100	1	0	3	0	1	1	"UCLA"	95	100	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	4	1	1	117	8	0	60	60	0	80	0	0	100	100	2	0	3	0	1	1	"UCLA"	60	100	60	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	4	2	1	13	0	0	50	0	50	100	1	50	0	50	3	100	3	0	0	1	"UCLA"	50	50	50	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	4	2	1	39	2	0	95	95	0	10	0	50	0	50	1	100	3	0	0	1	"UCLA"	95	50	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	4	2	1	117	8	0	40	40	40	80	0	50	0	50	2	100	3	0	0	1	"UCLA"	40	50	40	40	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	4	2	2	13	0	0	25	25	25	125	0	100	100	0	3	0	2	1	1	0	"UCLA"	25	100	25	25	0	0	0	0
"DB20"	"UCLA DB20 S3"	4	4	2	2	39	2	0	95	95	0	10	0	100	100	0	1	0	2	1	1	0	"UCLA"	95	100	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	4	4	2	2	117	8	0	100	100	0	0	1	100	100	0	2	0	2	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	0	1	1	91	6	0	65	65	65	5	0	102	0	98	3	0	1	1	0	1	"UCLA"	65	102	65	65	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	0	1	1	104	7	0	0	0	0	200	0	102	0	98	2	0	1	1	0	1	"UCLA"	0	102	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	0	1	1	176	13	0	102	0	98	0	1	102	0	98	1	0	1	1	0	1	"UCLA"	102	102	98	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	0	2	1	91	6	0	0	100	100	0	0	102	98	0	3	0	1	1	0	0	"UCLA"	100	102	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	0	2	1	104	7	0	0	100	100	0	0	102	98	0	2	0	1	1	0	0	"UCLA"	100	102	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	0	2	1	176	13	0	102	98	0	0	1	102	98	0	1	0	1	1	0	0	"UCLA"	102	102	98	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	0	2	2	91	6	0	0	100	100	0	0	102	0	98	3	0	1	1	0	1	"UCLA"	100	102	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	0	2	2	104	7	0	0	100	100	0	0	102	0	98	2	0	1	1	0	1	"UCLA"	100	102	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	0	2	2	176	13	0	102	0	98	0	1	102	0	98	1	0	1	1	0	1	"UCLA"	102	102	98	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	1	1	1	52	3	0	0	20	20	160	0	65	65	65	3	5	1	1	1	1	"UCLA"	20	65	20	0	1	1	0	0
"DB20"	"UCLA DB20 S3"	5	1	1	1	130	9	0	0	100	100	0	0	65	65	65	2	5	1	1	1	1	"UCLA"	100	65	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	1	1	1	156	11	0	65	65	65	5	1	65	65	65	1	5	1	1	1	1	"UCLA"	65	65	65	65	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	1	2	1	52	3	1	20	20	20	140	0	60	60	60	3	20	1	1	1	1	"UCLA"	20	60	20	20	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	1	2	1	130	9	1	90	90	0	20	0	60	60	60	2	20	1	1	1	1	"UCLA"	90	60	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	1	2	1	156	11	1	60	60	60	20	1	60	60	60	1	20	1	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	2	1	1	65	4	0	50	50	50	50	1	50	50	50	3	50	3	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	2	1	1	117	8	0	40	40	40	80	0	50	50	50	1	50	3	1	1	1	"UCLA"	40	50	40	40	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	2	1	1	166	12	0	50	50	50	50	0	50	50	50	2	50	3	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	2	2	1	65	4	10	0	98	102	0	0	100	100	0	3	0	2	1	1	0	"UCLA"	102	100	98	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	2	2	1	117	8	10	40	40	40	80	0	100	100	0	1	0	2	1	1	0	"UCLA"	40	100	40	40	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	2	2	1	166	12	10	100	100	0	0	1	100	100	0	2	0	2	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	3	1	1	26	1	0	0	90	100	10	1	0	90	100	3	10	3	0	1	1	"UCLA"	100	100	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	3	1	1	143	10	0	100	100	0	0	0	0	90	100	2	10	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	3	1	1	186	14	0	67	67	23	43	0	0	90	100	1	10	3	0	1	1	"UCLA"	67	100	67	23	0	0	0	1
"DB20"	"UCLA DB20 S3"	5	3	2	1	26	1	2	50	50	50	50	0	100	100	0	3	0	1	1	1	0	"UCLA"	50	100	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	3	2	1	143	10	2	90	110	0	0	0	100	100	0	2	0	1	1	1	0	"UCLA"	110	100	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	3	2	1	186	14	2	100	100	0	0	1	100	100	0	1	0	1	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	4	1	1	13	0	0	80	80	0	40	0	50	50	50	1	50	2	1	1	0	"UCLA"	80	50	80	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	4	1	1	39	2	0	0	95	95	10	0	50	50	50	3	50	2	1	1	0	"UCLA"	95	50	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	4	1	1	78	5	0	50	50	50	50	1	50	50	50	2	50	2	1	1	0	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	4	2	1	13	0	10	75	75	0	50	0	50	50	50	1	50	2	0	1	0	"UCLA"	75	50	75	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	4	2	1	39	2	10	0	95	95	10	0	50	50	50	3	50	2	0	1	0	"UCLA"	95	50	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	4	2	1	78	5	10	50	50	50	50	1	50	50	50	2	50	2	0	1	0	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	5	4	2	2	13	0	10	75	75	0	50	1	75	75	0	1	50	1	1	1	0	"UCLA"	75	75	75	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	4	2	2	39	2	10	95	0	95	10	0	75	75	0	3	50	1	1	1	0	"UCLA"	95	75	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	5	4	2	2	78	5	10	50	50	50	50	0	75	75	0	2	50	1	1	1	0	"UCLA"	50	75	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	0	1	1	13	0	0	50	50	50	50	0	60	60	60	3	20	1	1	1	1	"UCLA"	50	60	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	0	1	1	91	6	0	60	60	60	20	0	60	60	60	2	20	1	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	0	1	1	117	8	0	60	60	60	20	1	60	60	60	1	20	1	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	0	2	1	13	0	4	0	75	75	50	0	65	65	65	3	5	1	1	1	1	"UCLA"	75	65	75	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	0	2	1	91	6	4	65	65	65	5	0	65	65	65	2	5	1	1	1	1	"UCLA"	65	65	65	65	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	0	2	1	117	8	4	65	65	65	5	1	65	65	65	1	5	1	1	1	1	"UCLA"	65	65	65	65	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	1	1	1	26	1	0	30	30	30	110	1	30	30	30	2	110	2	1	1	0	"UCLA"	30	30	30	30	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	1	1	1	130	9	0	90	0	90	20	0	30	30	30	3	110	2	1	1	0	"UCLA"	90	30	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	1	1	1	143	10	0	100	100	0	0	0	30	30	30	1	110	2	1	1	0	"UCLA"	100	30	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	1	2	1	26	1	22	100	100	0	0	1	100	100	0	2	0	2	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	1	2	1	130	9	22	90	0	90	20	0	100	100	0	3	0	2	1	1	0	"UCLA"	90	100	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	1	2	1	143	10	22	100	100	0	0	0	100	100	0	1	0	2	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	2	1	1	104	7	0	0	0	0	200	0	50	50	50	3	50	2	0	1	0	"UCLA"	0	50	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	2	1	1	166	12	0	50	50	50	50	1	50	50	50	2	50	2	0	1	0	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	2	1	1	186	14	0	100	0	90	10	0	50	50	50	1	50	2	0	1	0	"UCLA"	100	50	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	2	1	2	104	7	0	0	0	0	200	0	100	90	0	3	10	1	1	1	0	"UCLA"	0	100	0	0	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	2	1	2	166	12	0	50	50	50	50	0	100	90	0	2	10	1	1	1	0	"UCLA"	50	100	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	2	1	2	186	14	0	100	90	0	10	1	100	90	0	1	10	1	1	1	0	"UCLA"	100	100	90	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	2	2	1	104	7	2	0	100	100	0	0	100	100	0	3	0	1	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	2	2	1	166	12	2	100	100	0	0	0	100	100	0	2	0	1	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	2	2	1	186	14	2	100	100	0	0	1	100	100	0	1	0	1	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	3	1	1	39	2	0	0	95	95	10	0	50	50	50	2	50	3	1	1	1	"UCLA"	95	50	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	3	1	1	78	5	0	50	50	50	50	1	50	50	50	3	50	3	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	3	1	1	156	11	0	35	35	35	95	0	50	50	50	1	50	3	1	1	1	"UCLA"	35	50	35	35	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	3	2	1	39	2	10	95	95	0	10	0	60	60	60	2	20	1	1	1	1	"UCLA"	95	60	95	0	1	1	1	1
"DB20"	"UCLA DB20 S3"	6	3	2	1	78	5	10	50	50	50	50	0	60	60	60	3	20	1	1	1	1	"UCLA"	50	60	50	50	0	0	0	0
"DB20"	"UCLA DB20 S3"	6	3	2	1	156	11	10	60	60	60	20	1	60	60	60	1	20	1	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
