**  Dictionary **

paper: Paper
session: unique session identifier
subject: subject identifier in session
o_subject: identifier in session of partner
aSS, aSH, etc are experimental payoffs as a function of Stag and Hare actions by subject and o_subject
stag: dummy equal to 1 if subject chose stag
otherstag: dummy equal to 1 if partner chose stag
matching: variable that denotes the type of matching used in the experiment
rothmalouf: dummy equal 1 if lottery method was used for payment

*****

paper,session,period,subject,o_subject,aSS,aSH,aHS,aHH,stag,otherstag,matching,rothmalouf
Battalio et al (2001),1,48,24,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,48,25,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,48,31,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,48,33,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,48,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,48,36,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,48,37,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,49,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,49,24,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,49,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,49,31,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,49,33,36,45,0,42,12,0,1,random,0
Battalio et al (2001),1,49,35,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,49,36,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,49,37,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,50,14,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,50,24,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,50,25,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,50,31,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,50,33,24,45,0,42,12,0,1,random,0
Battalio et al (2001),1,50,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,50,36,37,45,0,42,12,0,1,random,0
Battalio et al (2001),1,50,37,36,45,0,42,12,1,0,random,0
Battalio et al (2001),1,51,14,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,51,24,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,51,25,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,51,31,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,51,33,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,51,35,24,45,0,42,12,0,1,random,0
Battalio et al (2001),1,51,36,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,51,37,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,52,14,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,52,24,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,52,25,24,45,0,42,12,1,0,random,0
Battalio et al (2001),1,52,31,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,52,33,35,45,0,42,12,0,0,random,0
Battalio et al (2001),1,52,35,33,45,0,42,12,0,0,random,0
Battalio et al (2001),1,52,36,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,52,37,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,53,14,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,53,24,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,53,25,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,53,31,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,53,33,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,53,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,53,36,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,53,37,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,54,14,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,54,24,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,54,25,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,54,31,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,54,33,36,45,0,42,12,0,1,random,0
Battalio et al (2001),1,54,35,37,45,0,42,12,0,1,random,0
Battalio et al (2001),1,54,36,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,54,37,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,55,14,36,45,0,42,12,1,0,random,0
Battalio et al (2001),1,55,24,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,55,25,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,55,31,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,55,33,35,45,0,42,12,0,0,random,0
Battalio et al (2001),1,55,35,33,45,0,42,12,0,0,random,0
Battalio et al (2001),1,55,36,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,55,37,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,56,14,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,56,24,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,56,25,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,56,31,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,56,33,37,45,0,42,12,0,1,random,0
Battalio et al (2001),1,56,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,56,36,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,56,37,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,57,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,57,24,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,57,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,57,31,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,57,33,24,45,0,42,12,0,1,random,0
Battalio et al (2001),1,57,35,37,45,0,42,12,0,1,random,0
Battalio et al (2001),1,57,36,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,57,37,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,58,14,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,58,24,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,58,25,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,58,31,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,58,33,36,45,0,42,12,0,1,random,0
Battalio et al (2001),1,58,35,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,58,36,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,58,37,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,59,14,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,59,24,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,59,25,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,59,31,36,45,0,42,12,1,0,random,0
Battalio et al (2001),1,59,33,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,59,35,24,45,0,42,12,0,1,random,0
Battalio et al (2001),1,59,36,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,59,37,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,60,14,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,60,24,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,60,25,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,60,31,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,60,33,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,60,35,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,60,36,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,60,37,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,61,14,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,61,24,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,61,25,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,61,31,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,61,33,36,45,0,42,12,0,1,random,0
Battalio et al (2001),1,61,35,24,45,0,42,12,0,1,random,0
Battalio et al (2001),1,61,36,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,61,37,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,62,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,62,24,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,62,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,62,31,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,62,33,37,45,0,42,12,0,1,random,0
Battalio et al (2001),1,62,35,36,45,0,42,12,0,0,random,0
Battalio et al (2001),1,62,36,35,45,0,42,12,0,0,random,0
Battalio et al (2001),1,62,37,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,63,14,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,63,24,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,63,25,24,45,0,42,12,1,1,random,0
Battalio et al (2001),1,63,31,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,63,33,36,45,0,42,12,0,1,random,0
Battalio et al (2001),1,63,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,63,36,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,63,37,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,64,14,36,45,0,42,12,1,0,random,0
Battalio et al (2001),1,64,24,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,64,25,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,64,31,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,64,33,24,45,0,42,12,0,1,random,0
Battalio et al (2001),1,64,35,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,64,36,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,64,37,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,65,14,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,65,24,33,45,0,42,12,0,0,random,0
Battalio et al (2001),1,65,25,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,65,31,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,65,33,24,45,0,42,12,0,0,random,0
Battalio et al (2001),1,65,35,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,65,36,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,65,37,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,66,14,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,66,24,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,66,25,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,66,31,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,66,33,24,45,0,42,12,0,1,random,0
Battalio et al (2001),1,66,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,66,36,37,45,0,42,12,1,0,random,0
Battalio et al (2001),1,66,37,36,45,0,42,12,0,1,random,0
Battalio et al (2001),1,67,14,36,45,0,42,12,1,0,random,0
Battalio et al (2001),1,67,24,35,45,0,42,12,0,0,random,0
Battalio et al (2001),1,67,25,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,67,31,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,67,33,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,67,35,24,45,0,42,12,0,0,random,0
Battalio et al (2001),1,67,36,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,67,37,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,68,14,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,68,24,35,45,0,42,12,0,0,random,0
Battalio et al (2001),1,68,25,37,45,0,42,12,1,0,random,0
Battalio et al (2001),1,68,31,36,45,0,42,12,1,0,random,0
Battalio et al (2001),1,68,33,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,68,35,24,45,0,42,12,0,0,random,0
Battalio et al (2001),1,68,36,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,68,37,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,69,14,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,69,24,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,69,25,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,69,31,24,45,0,42,12,1,0,random,0
Battalio et al (2001),1,69,33,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,69,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),1,69,36,37,45,0,42,12,0,1,random,0
Battalio et al (2001),1,69,37,36,45,0,42,12,1,0,random,0
Battalio et al (2001),1,70,14,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,70,24,37,45,0,42,12,1,0,random,0
Battalio et al (2001),1,70,25,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,70,31,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,70,33,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,70,35,36,45,0,42,12,0,1,random,0
Battalio et al (2001),1,70,36,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,70,37,24,45,0,42,12,0,1,random,0
Battalio et al (2001),1,71,14,37,45,0,42,12,1,1,random,0
Battalio et al (2001),1,71,24,33,45,0,42,12,0,0,random,0
Battalio et al (2001),1,71,25,36,45,0,42,12,1,1,random,0
Battalio et al (2001),1,71,31,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,71,33,24,45,0,42,12,0,0,random,0
Battalio et al (2001),1,71,35,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,71,36,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,71,37,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,72,14,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,72,24,35,45,0,42,12,0,0,random,0
Battalio et al (2001),1,72,25,37,45,0,42,12,1,0,random,0
Battalio et al (2001),1,72,31,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,72,33,36,45,0,42,12,0,1,random,0
Battalio et al (2001),1,72,35,24,45,0,42,12,0,0,random,0
Battalio et al (2001),1,72,36,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,72,37,25,45,0,42,12,0,1,random,0
Battalio et al (2001),1,73,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,73,24,36,45,0,42,12,0,0,random,0
Battalio et al (2001),1,73,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,73,31,33,45,0,42,12,1,0,random,0
Battalio et al (2001),1,73,33,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,73,35,37,45,0,42,12,0,1,random,0
Battalio et al (2001),1,73,36,24,45,0,42,12,0,0,random,0
Battalio et al (2001),1,73,37,35,45,0,42,12,1,0,random,0
Battalio et al (2001),1,74,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),1,74,24,36,45,0,42,12,0,0,random,0
Battalio et al (2001),1,74,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,74,31,37,45,0,42,12,1,0,random,0
Battalio et al (2001),1,74,33,35,45,0,42,12,0,0,random,0
Battalio et al (2001),1,74,35,33,45,0,42,12,0,0,random,0
Battalio et al (2001),1,74,36,24,45,0,42,12,0,0,random,0
Battalio et al (2001),1,74,37,31,45,0,42,12,0,1,random,0
Battalio et al (2001),1,75,14,31,45,0,42,12,1,1,random,0
Battalio et al (2001),1,75,24,36,45,0,42,12,0,0,random,0
Battalio et al (2001),1,75,25,37,45,0,42,12,0,1,random,0
Battalio et al (2001),1,75,31,14,45,0,42,12,1,1,random,0
Battalio et al (2001),1,75,33,35,45,0,42,12,0,0,random,0
Battalio et al (2001),1,75,35,33,45,0,42,12,0,0,random,0
Battalio et al (2001),1,75,36,24,45,0,42,12,0,0,random,0
Battalio et al (2001),1,75,37,25,45,0,42,12,1,0,random,0
Battalio et al (2001),2,1,15,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,1,21,23,45,0,42,12,1,0,random,0
Battalio et al (2001),2,1,22,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,1,23,21,45,0,42,12,0,1,random,0
Battalio et al (2001),2,1,26,22,45,0,42,12,0,1,random,0
Battalio et al (2001),2,1,27,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,1,32,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,1,34,32,45,0,42,12,1,1,random,0
Battalio et al (2001),2,2,15,23,45,0,42,12,1,0,random,0
Battalio et al (2001),2,2,21,22,45,0,42,12,0,0,random,0
Battalio et al (2001),2,2,22,21,45,0,42,12,0,0,random,0
Battalio et al (2001),2,2,23,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,2,26,34,45,0,42,12,0,1,random,0
Battalio et al (2001),2,2,27,32,45,0,42,12,1,1,random,0
Battalio et al (2001),2,2,32,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,2,34,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,3,15,21,45,0,42,12,1,0,random,0
Battalio et al (2001),2,3,21,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,3,22,23,45,0,42,12,1,0,random,0
Battalio et al (2001),2,3,23,22,45,0,42,12,0,1,random,0
Battalio et al (2001),2,3,26,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,3,27,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,3,32,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,3,34,32,45,0,42,12,1,1,random,0
Battalio et al (2001),2,4,15,23,45,0,42,12,0,1,random,0
Battalio et al (2001),2,4,21,22,45,0,42,12,0,0,random,0
Battalio et al (2001),2,4,22,21,45,0,42,12,0,0,random,0
Battalio et al (2001),2,4,23,15,45,0,42,12,1,0,random,0
Battalio et al (2001),2,4,26,32,45,0,42,12,0,1,random,0
Battalio et al (2001),2,4,27,34,45,0,42,12,1,0,random,0
Battalio et al (2001),2,4,32,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,4,34,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,5,15,22,45,0,42,12,1,0,random,0
Battalio et al (2001),2,5,21,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,5,22,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,5,23,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,5,26,21,45,0,42,12,0,1,random,0
Battalio et al (2001),2,5,27,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,5,32,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,5,34,32,45,0,42,12,1,1,random,0
Battalio et al (2001),2,6,15,32,45,0,42,12,1,1,random,0
Battalio et al (2001),2,6,21,23,45,0,42,12,0,1,random,0
Battalio et al (2001),2,6,22,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,6,23,21,45,0,42,12,1,0,random,0
Battalio et al (2001),2,6,26,22,45,0,42,12,0,1,random,0
Battalio et al (2001),2,6,27,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,6,32,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,6,34,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,7,15,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,7,21,26,45,0,42,12,0,0,random,0
Battalio et al (2001),2,7,22,23,45,0,42,12,0,0,random,0
Battalio et al (2001),2,7,23,22,45,0,42,12,0,0,random,0
Battalio et al (2001),2,7,26,21,45,0,42,12,0,0,random,0
Battalio et al (2001),2,7,27,32,45,0,42,12,1,1,random,0
Battalio et al (2001),2,7,32,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,7,34,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,8,15,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,8,21,32,45,0,42,12,0,1,random,0
Battalio et al (2001),2,8,22,26,45,0,42,12,0,0,random,0
Battalio et al (2001),2,8,23,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,8,26,22,45,0,42,12,0,0,random,0
Battalio et al (2001),2,8,27,23,45,0,42,12,1,0,random,0
Battalio et al (2001),2,8,32,21,45,0,42,12,1,0,random,0
Battalio et al (2001),2,8,34,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,9,15,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,9,21,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,9,22,32,45,0,42,12,0,1,random,0
Battalio et al (2001),2,9,23,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,9,26,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,9,27,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,9,32,22,45,0,42,12,1,0,random,0
Battalio et al (2001),2,9,34,21,45,0,42,12,1,1,random,0
Battalio et al (2001),2,10,15,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,10,21,32,45,0,42,12,0,1,random,0
Battalio et al (2001),2,10,22,26,45,0,42,12,0,1,random,0
Battalio et al (2001),2,10,23,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,10,26,22,45,0,42,12,1,0,random,0
Battalio et al (2001),2,10,27,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,10,32,21,45,0,42,12,1,0,random,0
Battalio et al (2001),2,10,34,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,11,15,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,11,21,32,45,0,42,12,0,0,random,0
Battalio et al (2001),2,11,22,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,11,23,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,11,26,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,11,27,22,45,0,42,12,1,1,random,0
Battalio et al (2001),2,11,32,21,45,0,42,12,0,0,random,0
Battalio et al (2001),2,11,34,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,12,15,32,45,0,42,12,1,0,random,0
Battalio et al (2001),2,12,21,34,45,0,42,12,0,1,random,0
Battalio et al (2001),2,12,22,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,12,23,22,45,0,42,12,1,1,random,0
Battalio et al (2001),2,12,26,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,12,27,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,12,32,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,12,34,21,45,0,42,12,1,0,random,0
Battalio et al (2001),2,13,15,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,13,21,22,45,0,42,12,1,1,random,0
Battalio et al (2001),2,13,22,21,45,0,42,12,1,1,random,0
Battalio et al (2001),2,13,23,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,13,26,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,13,27,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,13,32,34,45,0,42,12,0,0,random,0
Battalio et al (2001),2,13,34,32,45,0,42,12,0,0,random,0
Battalio et al (2001),2,14,15,21,45,0,42,12,1,0,random,0
Battalio et al (2001),2,14,21,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,14,22,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,14,23,32,45,0,42,12,1,0,random,0
Battalio et al (2001),2,14,26,34,45,0,42,12,0,1,random,0
Battalio et al (2001),2,14,27,22,45,0,42,12,1,1,random,0
Battalio et al (2001),2,14,32,23,45,0,42,12,0,1,random,0
Battalio et al (2001),2,14,34,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,15,15,22,45,0,42,12,1,1,random,0
Battalio et al (2001),2,15,21,34,45,0,42,12,0,0,random,0
Battalio et al (2001),2,15,22,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,15,23,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,15,26,23,45,0,42,12,0,1,random,0
Battalio et al (2001),2,15,27,32,45,0,42,12,1,0,random,0
Battalio et al (2001),2,15,32,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,15,34,21,45,0,42,12,0,0,random,0
Battalio et al (2001),2,16,15,34,45,0,42,12,1,0,random,0
Battalio et al (2001),2,16,21,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,16,22,32,45,0,42,12,1,0,random,0
Battalio et al (2001),2,16,23,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,16,26,21,45,0,42,12,0,1,random,0
Battalio et al (2001),2,16,27,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,16,32,22,45,0,42,12,0,1,random,0
Battalio et al (2001),2,16,34,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,17,15,32,45,0,42,12,1,0,random,0
Battalio et al (2001),2,17,21,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,17,22,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,17,23,22,45,0,42,12,1,1,random,0
Battalio et al (2001),2,17,26,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,17,27,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,17,32,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,17,34,21,45,0,42,12,1,1,random,0
Battalio et al (2001),2,18,15,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,18,21,27,45,0,42,12,0,0,random,0
Battalio et al (2001),2,18,22,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,18,23,22,45,0,42,12,1,1,random,0
Battalio et al (2001),2,18,26,32,45,0,42,12,0,0,random,0
Battalio et al (2001),2,18,27,21,45,0,42,12,0,0,random,0
Battalio et al (2001),2,18,32,26,45,0,42,12,0,0,random,0
Battalio et al (2001),2,18,34,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,19,15,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,19,21,22,45,0,42,12,0,1,random,0
Battalio et al (2001),2,19,22,21,45,0,42,12,1,0,random,0
Battalio et al (2001),2,19,23,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,19,26,34,45,0,42,12,0,1,random,0
Battalio et al (2001),2,19,27,32,45,0,42,12,1,0,random,0
Battalio et al (2001),2,19,32,27,45,0,42,12,0,1,random,0
Battalio et al (2001),2,19,34,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,20,15,21,45,0,42,12,1,1,random,0
Battalio et al (2001),2,20,21,15,45,0,42,12,1,1,random,0
Battalio et al (2001),2,20,22,32,45,0,42,12,1,0,random,0
Battalio et al (2001),2,20,23,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,20,26,34,45,0,42,12,0,0,random,0
Battalio et al (2001),2,20,27,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,20,32,22,45,0,42,12,0,1,random,0
Battalio et al (2001),2,20,34,26,45,0,42,12,0,0,random,0
Battalio et al (2001),2,21,15,32,45,0,42,12,1,0,random,0
Battalio et al (2001),2,21,21,27,45,0,42,12,1,1,random,0
Battalio et al (2001),2,21,22,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,21,23,34,45,0,42,12,1,0,random,0
Battalio et al (2001),2,21,26,22,45,0,42,12,0,1,random,0
Battalio et al (2001),2,21,27,21,45,0,42,12,1,1,random,0
Battalio et al (2001),2,21,32,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,21,34,23,45,0,42,12,0,1,random,0
Battalio et al (2001),2,22,15,26,45,0,42,12,1,0,random,0
Battalio et al (2001),2,22,21,22,45,0,42,12,1,0,random,0
Battalio et al (2001),2,22,22,21,45,0,42,12,0,1,random,0
Battalio et al (2001),2,22,23,34,45,0,42,12,1,1,random,0
Battalio et al (2001),2,22,26,15,45,0,42,12,0,1,random,0
Battalio et al (2001),2,22,27,32,45,0,42,12,0,0,random,0
Battalio et al (2001),2,22,32,27,45,0,42,12,0,0,random,0
Battalio et al (2001),2,22,34,23,45,0,42,12,1,1,random,0
Battalio et al (2001),2,23,15,34,45,0,42,12,1,0,random,0
